cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
142056	35514	0.4	0.061305	0	0	0.037647	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
177570	35514	0.5	0.038441	0	0	0.036831	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
213084	35514	0.6	0.028293	2.8158e-05	0	0.037168	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
248598	35514	0.7	0.024013	0	0	0.037732	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
284112	35514	0.8	0.021287	2.8158e-05	0	0.035366	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
319626	35514	0.9	0.020758	0	0	0.03607	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
355139	35513	1	0.019699	0	0	0.036099	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
1657	1658	0.10005	0.5344	0.0012063	0	0.17973	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
3314	1657	0.20004	0.29375	0	0	0.15088	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
4971	1657	0.30002	0.18658	0	0	0.15993	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
6628	1657	0.40001	0.13469	0	0	0.16295	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
8285	1657	0.5	0.11562	0.0006035	0	0.16596	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
9942	1657	0.59999	0.10258	0	0	0.16174	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
11599	1657	0.69998	0.090031	0	0	0.19071	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
13256	1657	0.79996	0.091721	0.0006035	0	0.17079	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
14913	1657	0.89995	0.089307	0.0006035	0	0.15993	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
16570	1657	0.99994	0.092686	0.0006035	0	0.17019	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
16571	1	1	0.092686	0	0	1	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
6937	6938	0.10001	0.55057	0	0	0.21894	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
13874	6937	0.2	0.33009	0	0	0.22027	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
20811	6937	0.29999	0.22013	0.00014415	0	0.2047	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
27748	6937	0.39998	0.16513	0	0	0.20571	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
34685	6937	0.49997	0.13624	0	0	0.20902	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
41622	6937	0.59996	0.11998	0	0	0.21176	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
48559	6937	0.69995	0.11335	0	0	0.21061	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
55496	6937	0.79995	0.11226	0	0	0.20758	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
62433	6937	0.89994	0.11335	0	0	0.21911	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
69370	6937	0.99993	0.11266	0	0	0.21061	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
69375	5	1	0.11266	0	0	0.2	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
1134	1135	0.10005	0.47426	0	0	0.05815	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
2268	1134	0.20002	0.23695	0.00088183	0	0.041446	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
3402	1134	0.29998	0.12694	0	0	0.048501	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
4536	1134	0.39995	0.073343	0	0	0.039683	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
5670	1134	0.49991	0.04725	0	0	0.048501	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
6804	1134	0.59988	0.039845	0	0	0.035273	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
7938	1134	0.69984	0.035966	0	0	0.04321	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
9072	1134	0.79981	0.03244	0.0026455	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
10206	1134	0.89977	0.030324	0	0	0.061728	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
11340	1134	0.99974	0.022567	0.00088183	0	0.042328	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
11343	3	1	0.022567	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
510	511	0.10004	0.45262	0.0019569	0	0.013699	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
1020	510	0.19988	0.213	0	0	0.023529	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
1530	510	0.29973	0.11433	0.0019608	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
2040	510	0.39957	0.066562	0.0019608	0	0.019608	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
2550	510	0.49941	0.04307	0	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
3060	510	0.59926	0.029757	0.0019608	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
3570	510	0.6991	0.021926	0	0	0.023529	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
4080	510	0.79894	0.012529	0	0	0.0078431	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
4590	510	0.89879	0.015662	0.0019608	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
5100	510	0.99863	0.015662	0	0	0.021569	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
5107	7	1	0.016445	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
708	709	0.10008	0.48278	0.0014104	0	0.080395	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
1416	708	0.20003	0.24619	0	0	0.097458	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
2124	708	0.29997	0.13213	0	0	0.066384	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
2832	708	0.39992	0.078487	0	0	0.069209	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
3540	708	0.49986	0.056465	0	0	0.055085	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
4248	708	0.5998	0.049125	0.0014124	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
4956	708	0.69975	0.046866	0	0	0.059322	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
5664	708	0.79969	0.046302	0	0	0.10169	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
6372	708	0.89963	0.050254	0.0014124	0	0.074859	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
7080	708	0.99958	0.047431	0	0	0.083333	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
7083	3	1	0.047431	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
1963	1964	0.10002	0.52373	0	0	0.16141	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
3926	1963	0.19999	0.31127	0.00050942	0	0.18696	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
5889	1963	0.29996	0.20269	0	0	0.16047	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
7852	1963	0.39993	0.14871	0	0	0.17473	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
9815	1963	0.4999	0.12141	0.00050942	0	0.16403	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
11778	1963	0.59987	0.10898	0.0010188	0	0.17066	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
13741	1963	0.69984	0.097983	0	0	0.15741	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
15704	1963	0.79981	0.092687	0	0	0.16964	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
17667	1963	0.89978	0.095131	0.0010188	0	0.16709	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
19630	1963	0.99975	0.091261	0	0	0.17728	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
19635	5	1	0.090854	0	0	0.2	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
1617	1618	0.10005	0.50829	0.00061805	0	0.12361	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
3234	1617	0.20004	0.28073	0	0	0.12678	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
4851	1617	0.30002	0.17388	0	0	0.11503	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
6468	1617	0.40001	0.12763	0	0	0.15152	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
8085	1617	0.5	0.09671	0.00061843	0	0.13482	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
9702	1617	0.59999	0.085085	0.00061843	0	0.12554	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
11319	1617	0.69998	0.075192	0.00061843	0	0.12554	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
12936	1617	0.79996	0.076676	0	0	0.1243	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
14553	1617	0.89995	0.073213	0.0012369	0	0.12925	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
16170	1617	0.99994	0.069256	0	0	0.11626	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
16171	1	1	0.069256	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
14284	14285	0.1	0.49658	0	0	0.10123	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
28568	14284	0.2	0.25969	0	0	0.095281	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
42852	14284	0.29999	0.14984	0	0	0.096752	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
57136	14284	0.39998	0.095654	0	0	0.096752	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
71420	14284	0.49998	0.072217	0	0	0.094021	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
85704	14284	0.59997	0.059	0	0	0.090451	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
99988	14284	0.69997	0.054211	7.0008e-05	0	0.098152	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
114272	14284	0.79996	0.052895	7.0008e-05	0	0.10011	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
128556	14284	0.89996	0.051299	0	0	0.093111	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
142840	14284	0.99995	0.050991	0	0	0.096682	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
142847	7	1	0.050935	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
1153	1154	0.10003	0.53433	0.00086655	0	0.18371	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
2306	1153	0.19998	0.29161	0.0008673	0	0.15438	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
3459	1153	0.29993	0.19244	0.0008673	0	0.1804	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
4612	1153	0.39988	0.13939	0	0	0.17259	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
5765	1153	0.49983	0.11061	0	0	0.1804	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
6918	1153	0.59977	0.10506	0.0008673	0	0.17173	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
8071	1153	0.69972	0.094313	0	0	0.15958	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
9224	1153	0.79967	0.09466	0	0	0.15091	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
10377	1153	0.89962	0.09154	0.0026019	0	0.16219	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
11530	1153	0.99957	0.090153	0	0	0.16392	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
11535	5	1	0.089806	0	0	0.4	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
17495	17496	0.1	0.54226	0	0	0.19867	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
34990	17495	0.2	0.32088	0	0	0.20217	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
52485	17495	0.3	0.21132	0	0	0.20532	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
69980	17495	0.39999	0.1551	0	0	0.19863	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
87475	17495	0.49999	0.12721	0	0	0.20194	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
104970	17495	0.59999	0.11495	0	0	0.20126	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
122465	17495	0.69998	0.10999	0	0	0.20006	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
139960	17495	0.79998	0.1065	0	0	0.19869	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
157455	17495	0.89997	0.10393	0	0	0.20131	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
174950	17495	0.99997	0.10325	0	0	0.1972	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
174955	5	1	0.10323	0	0	0.2	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
3184	3185	0.10003	0.54661	0	0	0.20471	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
6368	3184	0.20003	0.33354	0	0	0.20572	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
9552	3184	0.30003	0.22714	0.00031407	0	0.21137	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
12736	3184	0.40003	0.17374	0	0	0.22236	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
15920	3184	0.50003	0.14397	0.00062814	0	0.21325	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
19104	3184	0.60003	0.12839	0.00094221	0	0.21702	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
22288	3184	0.70003	0.12186	0.00031407	0	0.21954	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
25472	3184	0.80003	0.11759	0	0	0.21168	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
28656	3184	0.90003	0.11231	0	0	0.22142	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
31839	3183	1	0.11382	0	0	0.21866	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
3185	3186	0.10003	0.52568	0	0	0.15694	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
6370	3185	0.20002	0.3019	0	0	0.13595	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
9555	3185	0.30001	0.18347	0.00062794	0	0.14568	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
12740	3185	0.40001	0.12922	0	0	0.14694	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
15925	3185	0.5	0.10825	0	0	0.146	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
19110	3185	0.59999	0.093809	0.00094192	0	0.15887	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
22295	3185	0.69999	0.088534	0	0	0.16484	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
25480	3185	0.79998	0.083888	0	0	0.14945	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
28665	3185	0.89997	0.085772	0.00062794	0	0.15133	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
31850	3185	0.99997	0.082004	0	0	0.16546	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
31851	1	1	0.082004	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
287	288	0.10028	0.49304	0	0	0.090278	0	0	Gene - participates - Hallmarks	GpH	6
574	287	0.20021	0.27298	0	0	0.10105	0	0	Gene - participates - Hallmarks	GpH	6
861	287	0.30014	0.1532	0	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	6
1148	287	0.40007	0.087744	0.0034843	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	6
1435	287	0.5	0.071031	0	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	6
1722	287	0.59993	0.079387	0.0034843	0	0.083624	0	0	Gene - participates - Hallmarks	GpH	6
2009	287	0.69986	0.062674	0.0034843	0	0.055749	0	0	Gene - participates - Hallmarks	GpH	6
2296	287	0.79979	0.052925	0	0	0.083624	0	0	Gene - participates - Hallmarks	GpH	6
2583	287	0.89972	0.057103	0	0	0.038328	0	0	Gene - participates - Hallmarks	GpH	6
2870	287	0.99965	0.064067	0	0	0.052265	0	0	Gene - participates - Hallmarks	GpH	6
2871	1	1	0.064067	0	0	0	0	0	Gene - participates - Hallmarks	GpH	6
35514	35515	0.1	0.46524	0	0	0.037421	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
71028	35514	0.2	0.22388	0	0	0.036859	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
106542	35514	0.3	0.11179	0	0	0.038238	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
142056	35514	0.4	0.062499	0	0	0.038295	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
177570	35514	0.5	0.039376	0	0	0.038238	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
213084	35514	0.6	0.027888	0	0	0.036211	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
248598	35514	0.7	0.023439	2.8158e-05	0	0.035366	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
284112	35514	0.8	0.021265	0	0	0.037534	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
319626	35514	0.9	0.019812	0	0	0.037506	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
355139	35513	1	0.019733	0	0	0.036691	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
1657	1658	0.10005	0.5245	0.00060314	0	0.17551	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
3314	1657	0.20004	0.30292	0.0006035	0	0.15691	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
4971	1657	0.30002	0.19358	0	0	0.1551	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
6628	1657	0.40001	0.14362	0	0	0.18045	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
8285	1657	0.5	0.119	0.001207	0	0.17803	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
9942	1657	0.59999	0.10089	0	0	0.16657	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
11599	1657	0.69998	0.10162	0	0	0.16777	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
13256	1657	0.79996	0.094376	0	0	0.18286	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
14913	1657	0.89995	0.092445	0	0	0.1732	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
16570	1657	0.99994	0.088825	0	0	0.16415	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
16571	1	1	0.088583	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
6937	6938	0.10001	0.55068	0	0	0.22038	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
13874	6937	0.2	0.32899	0.00014415	0	0.21205	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
20811	6937	0.29999	0.22036	0	0	0.20974	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
27748	6937	0.39998	0.163	0	0	0.21234	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
34685	6937	0.49997	0.13688	0	0	0.21594	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
41622	6937	0.59996	0.12321	0.00028831	0	0.21104	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
48559	6937	0.69995	0.11699	0	0	0.21119	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
55496	6937	0.79995	0.11283	0	0	0.21537	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
62433	6937	0.89994	0.11128	0	0	0.21075	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
69370	6937	0.99993	0.10886	0	0	0.20268	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
69375	5	1	0.1088	0	0	0.2	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
1134	1135	0.10005	0.46685	0.00088106	0	0.042291	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
2268	1134	0.20002	0.22849	0.00088183	0	0.039683	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
3402	1134	0.29998	0.11354	0.00088183	0	0.042328	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
4536	1134	0.39995	0.068759	0	0	0.050265	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
5670	1134	0.49991	0.046544	0	0	0.05291	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
6804	1134	0.59988	0.041255	0.00088183	0	0.052028	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
7938	1134	0.69984	0.034556	0	0	0.046737	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
9072	1134	0.79981	0.034556	0	0	0.047619	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
10206	1134	0.89977	0.03244	0.0026455	0	0.053792	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
11340	1134	0.99974	0.032793	0	0	0.058201	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
11343	3	1	0.03244	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
510	511	0.10004	0.46672	0	0	0.015656	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
1020	510	0.19988	0.21065	0.0019608	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
1530	510	0.29973	0.099452	0.0019608	0	0.019608	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
2040	510	0.39957	0.047768	0	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
2550	510	0.49941	0.023493	0	0	0.019608	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
3060	510	0.59926	0.021143	0.0039216	0	0.0098039	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
3570	510	0.6991	0.016445	0.0039216	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
4080	510	0.79894	0.016445	0	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
4590	510	0.89879	0.018011	0	0	0.0098039	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
5100	510	0.99863	0.021143	0.0019608	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
5107	7	1	0.021143	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
708	709	0.10008	0.49181	0.0028209	0	0.084626	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
1416	708	0.20003	0.23885	0	0	0.067797	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
2124	708	0.29997	0.13213	0.0014124	0	0.079096	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
2832	708	0.39992	0.075099	0	0	0.080508	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
3540	708	0.49986	0.053077	0	0	0.073446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
4248	708	0.5998	0.046866	0	0	0.055085	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
4956	708	0.69975	0.042914	0	0	0.062147	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
5664	708	0.79969	0.040655	0	0	0.080508	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
6372	708	0.89963	0.040655	0	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
7080	708	0.99958	0.044608	0.0014124	0	0.073446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
7083	3	1	0.045172	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
1963	1964	0.10002	0.51986	0.00050916	0	0.16395	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
3926	1963	0.19999	0.29762	0	0	0.16505	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
5889	1963	0.29996	0.1921	0	0	0.1783	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
7852	1963	0.39993	0.13771	0	0	0.16964	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
9815	1963	0.4999	0.11672	0.00050942	0	0.16709	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
11778	1963	0.59987	0.10124	0.00050942	0	0.15945	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
13741	1963	0.69984	0.095539	0	0	0.17881	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
15704	1963	0.79981	0.095946	0	0	0.16709	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
17667	1963	0.89978	0.089835	0.00050942	0	0.16251	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
19630	1963	0.99975	0.096965	0.00050942	0	0.16403	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
19635	5	1	0.097168	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
1617	1618	0.10005	0.51323	0.0012361	0	0.11681	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
3234	1617	0.20004	0.27504	0	0	0.13049	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
4851	1617	0.30002	0.16275	0.00061843	0	0.14409	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
6468	1617	0.40001	0.11056	0	0	0.13544	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
8085	1617	0.5	0.094484	0	0	0.12492	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
9702	1617	0.59999	0.086569	0.00061843	0	0.12121	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
11319	1617	0.69998	0.077665	0	0	0.1243	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
12936	1617	0.79996	0.07074	0.00061843	0	0.12863	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
14553	1617	0.89995	0.072471	0.00061843	0	0.11936	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
